file_name,total_time_seconds,average_power_watts,total_energy_joules
gpu_monitor_contrastive_k5_0.2_run_1.csv,575,97.78,56220.9
gpu_monitor_contrastive_k5_0.2_run_2.csv,571,98.42,56198.43
gpu_monitor_contrastive_k5_0.2_run_3.csv,579,97.93,56700.54
gpu_monitor_contrastive_k5_0.2_run_4.csv,578,98.24,56784.48
gpu_monitor_contrastive_k5_0.2_run_5.csv,577,97.44,56220.73
gpu_monitor_contrastive_k5_0.4_run_1.csv,586,98.6,57777.07
gpu_monitor_contrastive_k5_0.4_run_2.csv,586,98.71,57841.57
gpu_monitor_contrastive_k5_0.4_run_3.csv,587,97.91,57475.43
gpu_monitor_contrastive_k5_0.4_run_4.csv,586,98.63,57798.56
gpu_monitor_contrastive_k5_0.4_run_5.csv,590,98.23,57957.91
gpu_monitor_contrastive_k5_0.6_run_1.csv,635,97.25,61752.47
gpu_monitor_contrastive_k5_0.6_run_2.csv,629,98.52,61971.65
gpu_monitor_contrastive_k5_0.6_run_3.csv,629,98.24,61792.81
gpu_monitor_contrastive_k5_0.6_run_4.csv,630,98.45,62026.61
gpu_monitor_contrastive_k5_0.6_run_5.csv,630,98.34,61957.21
gpu_monitor_contrastive_k5_0.8_run_1.csv,854,97.64,83380.34
gpu_monitor_contrastive_k5_0.8_run_2.csv,854,98.03,83719.13
gpu_monitor_contrastive_k5_0.8_run_3.csv,848,98.13,83218.34
gpu_monitor_contrastive_k5_0.8_run_4.csv,849,98.48,83611.96
gpu_monitor_contrastive_k5_0.8_run_5.csv,846,98.73,83528.89
gpu_monitor_contrastive_k5_1.0_run_1.csv,856,98.17,84032.4
gpu_monitor_contrastive_k5_1.0_run_2.csv,858,98.63,84624.79
gpu_monitor_contrastive_k5_1.0_run_3.csv,855,98.97,84616.97
gpu_monitor_contrastive_k5_1.0_run_4.csv,863,98.3,84829.98
gpu_monitor_contrastive_k5_1.0_run_5.csv,857,98.95,84796.9
