file_name,total_time_seconds,average_power_watts,total_energy_joules
gpu_monitor_alpha_0.2_run_1.csv,852,100.32,85473.48
gpu_monitor_alpha_0.2_run_2.csv,852,100.29,85448.97
gpu_monitor_alpha_0.2_run_3.csv,846,101.11,85535.48
gpu_monitor_alpha_0.2_run_4.csv,847,100.59,85203.42
gpu_monitor_alpha_0.2_run_5.csv,845,101.57,85826.41
gpu_monitor_alpha_0.4_run_1.csv,849,101.02,85763.4
gpu_monitor_alpha_0.4_run_2.csv,847,101.13,85656.12
gpu_monitor_alpha_0.4_run_3.csv,846,100.7,85189.33
gpu_monitor_alpha_0.4_run_4.csv,843,101.2,85310.86
gpu_monitor_alpha_0.4_run_5.csv,847,101.11,85639.56
gpu_monitor_alpha_0.6_run_1.csv,846,100.82,85296.85
gpu_monitor_alpha_0.6_run_2.csv,851,100.92,85884.97
gpu_monitor_alpha_0.6_run_3.csv,846,100.75,85235.05
gpu_monitor_alpha_0.6_run_4.csv,846,100.53,85044.35
gpu_monitor_alpha_0.6_run_5.csv,851,100.41,85449.08
gpu_monitor_alpha_0.8_run_1.csv,845,100.44,84872.16
gpu_monitor_alpha_0.8_run_2.csv,842,100.57,84681.22
gpu_monitor_alpha_0.8_run_3.csv,838,100.68,84373.28
gpu_monitor_alpha_0.8_run_4.csv,837,101.29,84780.48
gpu_monitor_alpha_0.8_run_5.csv,840,100.67,84563.53
gpu_monitor_alpha_1.0_run_1.csv,851,100.22,85291.05
gpu_monitor_alpha_1.0_run_2.csv,846,100.87,85340.06
gpu_monitor_alpha_1.0_run_3.csv,849,100.59,85402.26
gpu_monitor_alpha_1.0_run_4.csv,849,100.03,84924.33
gpu_monitor_alpha_1.0_run_5.csv,852,100.05,85240.98
